144|10000|Public
5|$|Two main {{clinical}} {{staging systems}} {{are used to}} classify HIV and HIV-related disease for surveillance purposes: the WHO disease staging system for HIV infection and disease, and the CDC classification system for HIV infection. The CDC's classification system is more frequently adopted in developed countries. Since the WHO's staging system does not require laboratory tests, <b>it</b> <b>is</b> <b>suited</b> <b>to</b> the resource-restricted conditions encountered in developing countries, where {{it can also be}} used to help guide clinical management. Despite their differences, the two systems allow comparison for statistical purposes.|$|E
2500|$|Constraint logic {{programming}} extends Prolog to include concepts from constraint satisfaction. A constraint logic program allows constraints {{in the body}} of clauses, such as: A(X,Y) :- X+Y>0. [...] <b>It</b> <b>is</b> <b>suited</b> <b>to</b> large-scale combinatorial optimisation problems and is thus useful for applications in industrial settings, such as automated time-tabling and production scheduling. Most Prolog systems ship with at least one constraint solver for finite domains, and often also with solvers for other domains like rational numbers.|$|E
6000|$|... "Then I shall keep my promise," [...] {{said the}} bird. [...] "First, however, {{let me try}} the song and see if <b>it</b> <b>is</b> <b>suited</b> <b>to</b> my voice." ...|$|E
50|$|Like {{many of the}} Australian Cordyline plants, {{the dark}} red berries are another {{appealing}} ornamental feature. They're about a centimetre in diameter. For the garden, <b>it</b> <b>is</b> best <b>suited</b> <b>to</b> a warm and moist situation. Being a tropical plant, <b>it</b> <b>is</b> not <b>suited</b> <b>to</b> frost and cold winds.|$|R
50|$|<b>It</b> <b>is</b> best <b>suited</b> <b>to</b> pork, {{especially}} grilled pork, and meats.|$|R
30|$|This paper {{presents}} {{a kind of}} ellipse binary pattern. By analyzing the property and spectrum, the binary pattern can produce high quality sinusoidal curve and produce smaller errors. It has a better effect to use an ellipse pattern to overcome the nonlinear gamma distortion of the projector and <b>it</b> <b>is</b> <b>suit</b> <b>to</b> <b>be</b> used as wide stripes.|$|R
5000|$|Small-scale {{industry}} {{does not require}} much capital and high technology. <b>I.T</b> <b>is</b> <b>suited</b> <b>to</b> the traditional economic set-up.|$|E
50|$|This {{species has}} {{frequently}} been cultivated {{and is a}} hardy plant in a well-drained, sunny position. <b>It</b> <b>is</b> <b>suited</b> <b>to</b> semi-dry and temperate climates rather than humid areas.|$|E
50|$|Liquid Roofing is {{the process}} of {{waterproofing}} a roof by the application of a specialist liquid roof coating. <b>It</b> <b>is</b> <b>suited</b> <b>to</b> all types of roof, including flat, pitched, and domed.|$|E
50|$|Leaves {{are up to}} 65 cm long, and 12 cm wide. Flowering {{occurs in}} spring or summer, with {{attractive}} white flowers forming on panicles. Like many of the Australian Cordyline plants, red berries are another appealing ornamental feature. For the garden, <b>it</b> <b>is</b> best <b>suited</b> <b>to</b> a warm and moist situation. Being a tropical plant, <b>it</b> <b>is</b> not <b>suited</b> <b>to</b> frost and cold winds.|$|R
50|$|Farmers in {{semi-arid}} {{regions of}} Karnataka are planting Jatropha as <b>it</b> <b>is</b> well <b>suited</b> <b>to</b> those conditions.|$|R
5000|$|Victory Challenge {{switched}} from SWE 63 to SWE 73, deciding <b>it</b> <b>was</b> better <b>suited</b> <b>to</b> the Swedish conditions ...|$|R
5000|$|The CEPC {{enables a}} wide physics program. As an electron-positron collider, <b>it</b> <b>is</b> <b>suited</b> <b>to</b> {{precision}} measurements, {{but also has}} strong discovery potential for new physics. Some possible physics goals include: ...|$|E
50|$|Gluteals: The gluteus maximus in Homo erectus is {{significantly}} {{larger than that}} of Australopithecus. <b>It</b> <b>is</b> <b>suited</b> <b>to</b> stabilize the trunk while running, but gluteals of that size and strength are not necessary for walking.|$|E
50|$|In cultivation, {{the species}} prefers a sunny {{position}} with good drainage. It tolerates {{a variety of}} soil conditions as well as periods of dryness and frost. <b>It</b> <b>is</b> <b>suited</b> <b>to</b> rockeries and can be grown in containers.|$|E
50|$|On January 24, 2015 Angels Of Flight {{released}} {{a new type}} of membership that bridges the gap left by travel insurers. With 26 years experience in Air Ambulance service <b>it</b> <b>was</b> <b>suiting</b> <b>to</b> have a proactive card that stores all your vital information in times of crisis. A one of kind travel medical information card that connects your information with medical professionals worldwide in case of illness or injury.|$|R
50|$|Due to the {{significant}} ionic and electronic conduction of cerium oxide, <b>it</b> <b>is</b> well <b>suited</b> <b>to</b> <b>be</b> {{used as a}} mixed conductor.|$|R
50|$|Since {{this style}} of reactor {{produces}} high power without heavy castings to contain high pressures, <b>it</b> <b>is</b> well <b>suited</b> <b>to</b> power spacecraft.|$|R
50|$|Its bushy lush foliage, {{fragrant}} {{flowers and}} colourful fruit give it horticultural potential in gardens in warm temperate and subtropical climates. <b>It</b> <b>is</b> <b>suited</b> <b>to</b> a shady position in gardens, or moderately to brightly lit indoor spaces.|$|E
50|$|The {{species is}} {{cultivated}} for its showy flowers and aromatic foliage. It prefers a well drained situation {{in full sun}} or partial shade and tolerates both dryness and frost. <b>It</b> <b>is</b> <b>suited</b> <b>to</b> cultivation in large containers.|$|E
50|$|An archeochrome {{is a new}} way of {{displaying}} spatial data. It is a thematic on a 3D {{map that}} is applied to a specific building or a part of a building. <b>It</b> <b>is</b> <b>suited</b> <b>to</b> the visual display of heat-loss data.|$|E
5000|$|AT-10 is not stretchable, {{but does}} cling to skin {{to form a}} [...] "wrap". <b>It</b> <b>is</b> well <b>suited</b> <b>to</b> condom {{manufacture}} as it: ...|$|R
50|$|Because {{the melody}} spans a modest range, <b>it</b> <b>is</b> ideally <b>suited</b> <b>to</b> {{instruments}} {{that have a}} limited pitch range, such as the Native American flute.|$|R
50|$|Due to {{its light}} weight, engine {{characteristics}} and cornering capabilities, <b>it</b> <b>is</b> particularly <b>suited</b> <b>to</b> the track, {{compared to other}} motorcycles of similar engine capacity.|$|R
50|$|Its bushy lush {{foliage and}} bright new growth, {{fragrant}} flowers and edible and tasty fruit give it horticultural potential in gardens in subtropical climates. <b>It</b> <b>is</b> <b>suited</b> <b>to</b> a shady position with good drainage in gardens, or moderately to brightly lit indoor spaces.|$|E
